Index,Original Email,Model A,Model B,Compare Result,Time (sec)
29,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 02:00 PM ---------------------------
  Reschedule
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 10/03/2000 02:30 PM
 End: 10/03/2000 03:30 PM
 Description: Gas Physical/Financail Positions - Room 2537
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Fletcher J Sturm/HOU/ECT
 Scott Neal/HOU/ECT
 Hunter S Shively/HOU/ECT
 Phillip K Allen/HOU/ECT
 Allan Severude/HOU/ECT
 Scott Mills/HOU/ECT
 Russ Severson/HOU/ECT
 Detailed description:
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 02:00 PM ---------------------------
  Confirmation
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 10/03/2000 02:30 PM
 End: 10/03/2000 03:30 PM
 Description: Gas Physical/Financail Positions - Room 2537
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Fletcher J Sturm/HOU/ECT
 Scott Neal/HOU/ECT
 Hunter S Shively/HOU/ECT
 Phillip K Allen/HOU/ECT
 Allan Severude/HOU/ECT
 Scott Mills/HOU/ECT
 Russ Severson/HOU/ECT
 Detailed description:
 Status update:
 Fletcher J Sturm -> No Response
 Scott Neal -> No Response
 Hunter S Shively -> No Response
 Phillip K Allen -> No Response
 Allan Severude -> Accepted
 Scott Mills -> Accepted
 Russ Severson -> No Response
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 02:00 PM ---------------------------
  Reschedule
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 09/27/2000 02:00 PM
 End: 09/27/2000 03:00 PM
 Description: Gas Trading Vision Meeting - Room EB2601
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Phillip K Allen/HOU/ECT@ECT
 Hunter S Shively/HOU/ECT@ECT
 Scott Mills/HOU/ECT@ECT
 Allan Severude/HOU/ECT@ECT
 Jeffrey C Gossett/HOU/ECT@ECT
 Colleen Sullivan/HOU/ECT@ECT
 Russ Severson/HOU/ECT@ECT
 Jayant Krishnaswamy/HOU/ECT@ECT
 Russell Long/HOU/ECT@ECT
 Detailed description:
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 02:00 PM ---------------------------
  Confirmation
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 09/27/2000 02:00 PM
 End: 09/27/2000 03:00 PM
 Description: Gas Trading Vision Meeting - Room EB2601
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Phillip K Allen/HOU/ECT@ECT
 Hunter S Shively/HOU/ECT@ECT
 Scott Mills/HOU/ECT@ECT
 Allan Severude/HOU/ECT@ECT
 Jeffrey C Gossett/HOU/ECT@ECT
 Colleen Sullivan/HOU/ECT@ECT
 Russ Severson/HOU/ECT@ECT
 Jayant Krishnaswamy/HOU/ECT@ECT
 Russell Long/HOU/ECT@ECT
 Detailed description:
 Status update:
 Phillip K Allen -> No Response
 Hunter S Shively -> No Response
 Scott Mills -> No Response
 Allan Severude -> Accepted
 Jeffrey C Gossett -> Accepted
 Colleen Sullivan -> No Response
 Russ Severson -> No Response
 Jayant Krishnaswamy -> Accepted
 Russell Long -> Accepted
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 02:00 PM ---------------------------
  Reschedule
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 09/28/2000 01:00 PM
 End: 09/28/2000 02:00 PM
 Description: Gas Physical/Financail Positions - Room 2537
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Fletcher J Sturm/HOU/ECT
 Scott Neal/HOU/ECT
 Hunter S Shively/HOU/ECT
 Phillip K Allen/HOU/ECT
 Allan Severude/HOU/ECT
 Scott Mills/HOU/ECT
 Russ Severson/HOU/ECT
 Detailed description:
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 02:00 PM ---------------------------
  Confirmation
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 09/28/2000 01:00 PM
 End: 09/28/2000 02:00 PM
 Description: Gas Physical/Financail Positions - Room 2537
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Fletcher J Sturm/HOU/ECT
 Scott Neal/HOU/ECT
 Hunter S Shively/HOU/ECT
 Phillip K Allen/HOU/ECT
 Allan Severude/HOU/ECT
 Scott Mills/HOU/ECT
 Russ Severson/HOU/ECT
 Detailed description:
 Status update:
 Fletcher J Sturm -> No Response
 Scott Neal -> No Response
 Hunter S Shively -> No Response
 Phillip K Allen -> No Response
 Allan Severude -> Accepted
 Scott Mills -> Accepted
 Russ Severson -> Accepted
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 02:00 PM ---------------------------
  
  
  
  From: Cindy Cicchetti  09/26/2000 10:38 AM
  
 To: Phillip K Allen/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Scott 
 Mills/HOU/ECT@ECT, Allan Severude/HOU/ECT@ECT, Jeffrey C Gossett/HOU/ECT@ECT, 
 Colleen Sullivan/HOU/ECT@ECT, Russ Severson/HOU/ECT@ECT, Jayant 
 Krishnaswamy/HOU/ECT@ECT, Russell Long/HOU/ECT@ECT
 cc:  
 Subject: Gas Trading Vision mtg.
 This meeting has been moved to 4:00 on Wed. in room 2601. I have sent a 
 confirmation to each of you via Lotus Notes. Sorry for all of the changes 
 but there was a scheduling problem with a couple of people for the original 
 time slot.","Thank you for the update regarding the Gas Trading Vision meeting. I appreciate the confirmation and understand the need for rescheduling. I will make sure to adjust my calendar accordingly for the new time at 4:00 PM on Wednesday in room 2601. 

Please let me know if there are any further changes or additional information needed.

Best regards,  
[Your Name]","Hi Cindy,

Thank you for the update. I have noted the new time for the Gas Trading Vision meeting on Wednesday at 4:00 PM in room 2601. I appreciate your efforts in coordinating the schedules.

Best regards,  
Phillip",modelB wins,0.79
30,"Reagan,
 Just wanted to give you an update. I have changed the unit mix to include some 1 bedrooms and reduced the number of buildings to 12. Kipp Flores is working on the construction drawings. At the same time I am pursuing FHA financing. Once the construction drawings are complete I will send them to you for a revised bid. Your original bid was competitive and I am still attracted to your firm because of your strong local presence and contacts.
 Phillip","Hi Phillip,

Thank you for the update. I appreciate you keeping me in the loop regarding the changes to the unit mix and the number of buildings. It's great to hear that Kipp Flores is progressing with the construction drawings and that you're pursuing FHA financing.

Please feel free to send over the revised construction drawings once they're ready, and I'll be happy to provide an updated bid. I'm glad to hear that our original bid was competitive and that our local presence and contacts are valued by you.

Looking forward to continuing our collaboration.

Best regards,

Reagan","Hi Phillip,

Thank you for the update. I'm glad to hear about the changes and appreciate your continued interest in our firm. Please keep me posted on the progress with the construction drawings and FHA financing. I look forward to reviewing the revised bid once the drawings are ready.

Best regards,  
Reagan",modelB wins,0.95
31,Nymex expiration is during this time frame. Please reschedule.,Thank you for the heads-up. I will look into rescheduling and get back to you with a new date and time shortly. Let me know if there are any specific preferences or constraints I should consider.,"Thank you for the heads-up. I will look into our schedule and make the necessary adjustments to avoid any conflicts. I'll get back to you shortly with a revised plan.

Best regards,",tie,0.93
32,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 12:08 PM ---------------------------
  Invitation
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 09/27/2000 11:30 AM
 End: 09/27/2000 12:30 PM
 Description: Gas Trading Vision Meeting - Room EB2556
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Phillip K Allen/HOU/ECT
 Hunter S Shively/HOU/ECT
 Scott Mills/HOU/ECT
 Allan Severude/HOU/ECT
 Jeffrey C Gossett/HOU/ECT
 Colleen Sullivan/HOU/ECT
 Russ Severson/HOU/ECT
 Jayant Krishnaswamy/HOU/ECT
 Russell Long/HOU/ECT
 Detailed description:","Thank you for the invitation to the Gas Trading Vision Meeting. I will be attending and look forward to the discussions. Please let me know if there are any materials I should review beforehand.

Best regards,  
[Your Name]","Thank you for the invitation to the Gas Trading Vision Meeting. I will be attending and look forward to the discussion.

Best regards,  
Phillip K. Allen",tie,0.76
33,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 12:07 PM ---------------------------
  
  
  
  From: Cindy Cicchetti  09/26/2000 09:23 AM
  
 To: Phillip K Allen/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Scott 
 Mills/HOU/ECT@ECT, Allan Severude/HOU/ECT@ECT, Russ Severson/HOU/ECT@ECT, 
 Fletcher J Sturm/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT
 cc:  
 Subject: Gas Physical/Financial Position
 I have scheduled and entered on each of your calendars a meeting for the 
 above referenced topic. It will take place on Thursday, 9/28 from 3:00 - 
 4:00 in Room EB2537.","Thank you for scheduling the meeting and adding it to my calendar. I will be there on Thursday, 9/28 from 3:00 - 4:00 in Room EB2537. Please let me know if there are any materials I should review beforehand.

Best regards,  
[Your Name]","Thank you, Cindy.

I have noted the meeting on my calendar and will be there on Thursday at 3:00 PM in Room EB2537. Please let me know if there are any materials I should review beforehand.

Best regards,  
Phillip",modelB wins,0.67
34,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 11:57 AM ---------------------------
 ""BS Stone"" <bs_stone@yahoo.com> on 09/26/2000 04:47:40 AM
 To: ""jeff"" <jeff@freeyellow.com>
 cc: ""Phillip K Allen"" <Phillip.K.Allen@enron.com> 
 Subject: closing
 Jeff, 
 ?
 Is the closing today?? After reviewing the agreement?I find it isn't binding 
 as far as I can determine.? It is too vague and it doesn't sound like 
 anything an attorney or title company would?draft for a real estate 
 closing--but, of course, I could be wrong.? 
 ?
 If this?closing is going to take place without this agreement then there is 
 no point in me following up on this?document's validity.? 
 ?
 I will just need to go back to my closing documents and see what's there and 
 find out where I am with that and deal with this as best I can.
 ?
 I guess I was expecting something that would be an exhibit to a recordable 
 document or something a little more exact, or rather?sort of a contract.? 
 This isn't either.? I tried to get a real estate atty on the phone last 
 night but he was out of pocket.? I talked to a crim. atty friend and he said 
 this is out of his area but doesn't sound binding to him.? 
 ?
 I will go back to mine and Phillip Allen's transaction?and take a look at 
 that but as vague and general as this is I doubt that my signature? is even 
 needed to complete this transaction.? I am in after 12 noon if there is any 
 need to contact me regarding the closing.
 ?
 I really do not want to hold up anything or generate more work for myself 
 and I don't want to insult or annoy anyone but this paper really doesn't 
 seem to be something required for a closing.? In the event you do need my 
 signature on something like this I would rather have time to have it 
 reviewed before I accept it.
 ?
 Brenda
 ?
 ?","Hi Brenda,

Thank you for reaching out and sharing your concerns regarding the closing documents. I understand your hesitation given the vagueness of the agreement. It's important to ensure everything is in order before proceeding.

I will review the documents on my end and consult with the necessary parties to clarify the situation. If your signature is indeed required, I will ensure you have ample time to have the document reviewed by a real estate attorney.

Please feel free to reach out after 12 noon if you have any further questions or need immediate assistance.

Best regards,

[Your Name]","Hi Brenda,

Thank you for your email. I understand your concerns regarding the agreement and its binding nature. I'll look into this matter and get back to you with more clarity on the situation. It's important to ensure everything is in order before proceeding with the closing.

I'll coordinate with Jeff and any necessary parties to address your concerns and see if there's any additional documentation required. If there's anything else you need in the meantime, please feel free to let me know.

Best regards,

Phillip K. Allen",tie,1.16
35,"Chris,
  What is the latest with PG&E? We have been having good discussions 
 regarding EOL.
  Call me when you can. X37041
 Phillip","Hi Phillip,

Thank you for reaching out. We've made some progress with PG&E and the discussions have been promising. I will give you a call soon to go over the details and discuss EOL further.

Best regards,
Chris","Hi Phillip,

Thanks for reaching out. We’ve had productive discussions with PG&E, and things are progressing well. I’ll give you a call soon to discuss the latest updates on EOL.

Best,
Chris",tie,1.11
36,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/25/2000 
 02:01 PM ---------------------------
  Reschedule
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 09/28/2000 01:00 PM
 End: 09/28/2000 02:00 PM
 Description: Gas Physical/Financail Positions - Room 2537
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Fletcher J Sturm/HOU/ECT
 Scott Neal/HOU/ECT
 Hunter S Shively/HOU/ECT
 Phillip K Allen/HOU/ECT
 Allan Severude/HOU/ECT
 Scott Mills/HOU/ECT
 Russ Severson/HOU/ECT
 Detailed description:
  The meeting with Richard Burchfield/HOU/ECT was rescheduled.  
 On  09/28/2000 03:00:00 PM CDT 
 For  1 hour  
 With:  Richard Burchfield/HOU/ECT (Chairperson)  
  Fletcher J Sturm/HOU/ECT (Invited)  
  Scott Neal/HOU/ECT (Invited)  
  Hunter S Shively/HOU/ECT (Invited)  
  Phillip K Allen/HOU/ECT (Invited)  
  Allan Severude/HOU/ECT (Invited)  
  Scott Mills/HOU/ECT (Invited)  
  Russ Severson/HOU/ECT (Invited)  
 Gas Physical/Financail Positions - Room 2537","Thank you for the update on the rescheduled meeting. I have noted the new time and will be there. Please let me know if there are any further changes.

Best regards,  
[Your Name]","Subject: Re: Reschedule

Hi Cindy,

Thank you for the update on the rescheduling of the meeting. I have noted the new time and will be there.

Best regards,  
Phillip K. Allen",modelB wins,0.90
37,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/25/2000 
 02:00 PM ---------------------------
  Invitation
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 09/27/2000 01:00 PM
 End: 09/27/2000 02:00 PM
 Description: Gas Physical/Financail Positions - Room 2537
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Fletcher J Sturm/HOU/ECT
 Scott Neal/HOU/ECT
 Hunter S Shively/HOU/ECT
 Phillip K Allen/HOU/ECT
 Allan Severude/HOU/ECT
 Scott Mills/HOU/ECT
 Russ Severson/HOU/ECT
 Detailed description:","Thank you for the invitation to the meeting on Gas Physical/Financial Positions. I will be attending and look forward to the discussion. Please let me know if there are any materials I should review beforehand.

Best regards,  
[Your Name]","Hello Cindy,

Thank you for the invitation. I will be attending the meeting on September 27th.

Best regards,
Phillip",modelA wins,0.81
38,"Greg,
 Happy B-day. Email me your phone # and I will call you.
 Keith","Hi Keith,

Thank you for the birthday wishes! My phone number is phone #. Looking forward to your call.

Best,
Greg","Hi Keith,

Thank you for the birthday wishes! My phone number is [Your Phone Number]. Looking forward to your call.

Best,
Greg",modelB wins,0.56
39,"Kathy,
 Regarding the guest password for gas daily, can you please relay the 
 information to Mike Grigsby at 37031 so he can pass it along to the user at 
 gas daily today. I will be out of the office on Friday.
 thank you
 Phillip","Hi Phillip,

Thank you for reaching out. I will make sure to relay the guest password information for gas daily to Mike Grigsby at 37031 today. 

Have a great day!

Best regards,  
Kathy","Hi Phillip,

Sure, I'll relay the guest password information to Mike Grigsby at 37031 so he can pass it along to the user at Gas Daily today. 

Have a great day!

Best,
Kathy",tie,1.35
40,"John,
  Denver's short rockies position beyond 2002 is created by their Trailblazer 
 transport. They are unhedged 15,000/d in 2003 and 25,000/d in 2004 and 
 2005.  
  They are scrubbing all their books and booking the Hubert deal on Wednesday 
 and Thursday.
 Phillip","Hi Phillip,

Thank you for the update on Denver's position and the Hubert deal. I'll review the details and get back to you if I have any questions or need further clarification.

Best regards,
John","Phillip,

Thank you for the update on Denver's position and the upcoming booking of the Hubert deal. Please let me know if there's anything specific I need to address or any further details required from my end.

Best regards,

John",tie,0.79
41,"Jim,
 Is there going to be a conference call or some type of weekly meeting about all the regulatory issues facing California this week? Can you make sure the gas desk is included.
 Phillip","Hi Phillip,

Thank you for reaching out. Yes, we are planning to have a conference call this week to discuss the regulatory issues at California. I will ensure that the gas desk is included in the meeting. I will send out the details and agenda shortly.

Best regards,

Jim","Hi Phillip,

Thanks for reaching out. Yes, there will be a conference call scheduled this week to discuss the regulatory issues in California. I’ll make sure that the gas desk is included in the meeting invite. 

Best,  
Jim",tie,0.77
42,"George,
  Below is a list of questions that Keith and I had regarding the Westgate 
 project:
  Ownership Structure
  What will be the ownership structure? Limited partnership? General partner?
  What are all the legal entities that will be involved and in what 
 capacity(regarding ownership and 
  liabilities)?
  Who owns the land? improvements?
  Who holds the various loans?
  Is the land collateral?
  Investment
  
  What happens to initial investment?
  Is it used to purchase land for cash?Secure future loans?
  
  Why is the land cost spread out on the cash flow statement?
  When is the 700,000 actually needed? Now or for the land closing? Investment 
 schedule?
  Investment Return
  Is Equity Repayment the return of the original investment?
  Is the plan to wait until the last unit is sold and closed before profits 
 are distributed?
  Debt
  Which entity is the borrower for each loan and what recourse or collateral 
 is associated with each 
  loan?
  Improvement
  Construction
  Are these the only two loans? Looks like it from the cash flow statement.
  Terms of each loan?
  Uses of Funds
  How will disbursements be made? By whom?
  What type of bank account? Controls on max disbursement? Internet viewing 
 for investors?
  Reports to track expenses vs plan?
  Bookkeeping procedures to record actual expenses?
  What is the relationship of Creekside Builders to the project? Do you get 
 paid a markup on subcontractors as a 
  general contractor and paid gain out of profits?
  Do you or Larry receive any money in the form of salary or personal expenses 
 before the ultimate payout of profits?
  Design and Construction
  
  When will design be complete?
  What input will investors have in selecting design and materials for units?
  What level of investor involvement will be possible during construction 
 planning and permitting?
  Does Creekside have specific procedures for dealing with subcontractors, 
 vendors, and other professionals? 
  Such as always getting 3 bids, payment schedules, or reference checking?
  Are there any specific companies or individuals that you already plan to 
 use? Names?
 These questions are probably very basic to you, but as a first time investor 
 in a project like this it is new to me. Also, I want to learn as
 much as possible from the process.
 Phillip","Hi Phillip,

Thank you for reaching out with your questions regarding the Westgate project. I appreciate your thoroughness and understand the importance of having clarity, especially as a first-time investor. I'll address each of your queries and provide detailed information to ensure you have a comprehensive understanding of the project.

1. **Ownership Structure**: I'll provide a detailed breakdown of the ownership structure, including the types of partnerships and the roles of each legal entity involved.

2. **Land Ownership and Loans**: I'll clarify who owns the land and improvements, as well as the details regarding the loans and whether the land is used as collateral.

3. **Investment Details**: I'll explain the use of the initial investment, the rationale behind the land cost distribution on the cash flow statement, and the timing of the 700,000 investment.

4. **Investment Return**: I'll outline the equity repayment process and the plan for profit distribution.

5. **Debt and Loans**: I'll specify the borrower entities for each loan, the terms, and any associated recourse or collateral.

6. **Uses of Funds**: I'll detail the disbursement process, bank account types, controls, and reporting procedures.

7. **Relationship with Creekside Builders**: I'll clarify the role of Creekside Builders in the project and any financial arrangements involving myself or Larry.

8. **Design and Construction**: I'll provide timelines for design completion, investor involvement opportunities, and procedures for dealing with subcontractors and vendors.

I'll compile all this information and get back to you shortly. Please feel free to reach out if you have any further questions or need additional clarification.

Best regards,

George","Hi Phillip,

Thank you for sending over your questions regarding the Westgate project. I appreciate your thoroughness and understand that, as a first-time investor, it’s important to have all the details clear.

You'll find responses to your queries below:

**Ownership Structure:**
- The ownership structure will be a limited partnership. We will provide a detailed list of all legal entities involved and their specific roles concerning ownership and liabilities.
- The land and improvements are owned by [Owner’s Name]. More details will be shared in the investment packet.
- [Entity Name] holds the various loans, and yes, the land serves as collateral.

**Investment:**
- The initial investment will be used to secure the land purchase and to facilitate future loans.
- The land cost is spread out on the cash flow statement to reflect staged payment schedules and anticipated cash flow needs.
- The $700,000 will be needed at the land closing. We will provide an investment schedule shortly.

**Investment Return:**
- Equity Repayment refers to the return of the original investment.
- Yes, the plan is to distribute profits after the last unit is sold and closed.

**Debt:**
- Each loan is borrowed by [Entity Name], with specific recourse and collateral details outlined in the loan agreements.
- Currently, there are two primary loans, and their terms will be discussed in the upcoming meeting.

**Uses of Funds:**
- Disbursements will be made by [Responsible Entity], and we will use a secure bank account with controls on maximum disbursement. Investors will have internet access to view accounts.
- Reports will be available to track expenses against the plan, and bookkeeping procedures will be in place to ensure accurate recording of expenses.
- Creekside Builders will act as the general contractor, receiving a markup on subcontractors as part of the construction management. Larry and I will not receive any salary or personal expenses before the ultimate payout of profits.

**Design and Construction:**
- Design completion is scheduled for [Date]. Investors will have opportunities to provide input on design and material selections.
- Investor involvement during construction planning and permitting will be welcomed, with specific procedures in place for dealing with subcontractors and vendors.
- We do have preferred companies and individuals for the project, and I can share those names with you in our next discussion.

Please let me know if you need any further details or clarification on any of the points mentioned. I’m here to help and ensure you feel confident in your investment decisions.

Best regards,

George",modelB wins,0.88
43,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/19/2000 
 04:35 PM ---------------------------
 ""George Richards"" <cbpres@austin.rr.com> on 09/08/2000 05:21:49 AM
 Please respond to <cbpres@austin.rr.com>
 To: ""Phillip Allen"" <pallen@enron.com>
 cc: ""Larry Lewter"" <retwell@mail.sanmarcos.net> 
 Subject: Westgate Proforma-Phillip Allen.xls
 Enclosed is the preliminary proforma for the Westgate property is Austin
 that we told you about. As you can tell from the proforma this project
 should produce a truly exceptional return of over 40% per year over 3 years.
 This is especially attractive when the project is in a market as strong as
 Austin and we are introducing new product that in a very low price range for
 this market. This is the best project in terms of risk and reward that we
 have uncovered to date in the Austin market.
 The project does have approved zoning and will only require a site plan. As
 it is in the ""Smart Growth Corridor"" area designated by the City of Austin
 for preferred development, this will be fast tracked and should be complete
 in less than 6 months. Additionally, many of the current and more severe
 water treatment ordinances have been waived. I have estimated the lot
 improvement costs based on a 28 lot development we investigated in North
 Austin, which included a detention/retention and filtration pond and street
 widening. Even though this property is not likely to require street
 widening and will have less of a detention/retention and filtration pond
 requirement, I used this data to be cautious.
  The Lone Star gas line easement in the lower portion of the property is not
 expected to impact sales significantly. Other projects have been quite
 successful with identical relationships to this pipeline, such as the
 adjoining single family residential and a project at St. Edwards University.
 As with most infill projects, the quality of the surrounding neighborhoods
 is uneven. We have included a fence around the entire property, but may
 only put it on Westgate and Cameron Loop. Gated communities are far
 preferred so this is a good idea for both screening and current buyer
 preferences.
 The seller accepted our offer Thursday evening with a price of $680,000 and
 an extended escrow. This will enable us to probably obtain an approved site
 plan before closing on the contract, which will mean that we can close into
 an A&D Loan rather than into a land loan and then an improvement loan.
 This analysis shows your investment at $700,000 for a 50% interest in the
 profits of the project. As we discussed in San Marcos, we can also discuss
 having you invest only in the lots, sell the lots to the construction entity
 with your profit in the lot. I believe this would facilitate the use of a
 1031 Exchange of the proceeds from this deal into another project that is a
 rental deal or at least into the land for a rental project that would then
 be the equity for that project. You would need to discuss this with an
 exchange expert first. Larry Lewter knows an expert in the field in San
 Antonio if you do not know anyone.
 I will send you a package on the property that was prepared by the broker,
 by Airborne Express today for Saturday delivery.
 Once you have read the package and reviewed this proforma, we would want to
 schedule a tour of the site and the area. Please get back to me as soon as
 your schedule permits regarding the site visit and feel free to call at any
 time. You can reach me over the weekend and in the evening at either
 512-338-1119 or 512-338-1110. My cell phone is 512-748-7495 and the fax is
 512-338-1103.  I look forward to hearing from you and to working with you
 on this project that is sure to be a major winner.
 I regret that it took so long to get back to you, but we had some unusual
 events these past few weeks. A small freakish wind storm with severe 60+mpg
 downdrafts hit the South part of Austin where we are building 10 town homes.
 One of these units had just had the roof decked with the siding scheduled to
 start the next day. The severe downdraft hitting the decked roof was enough
 to knock it down. The City shut down the project for a week and it took
 another week to get every thing back on tract. Then last week I had to take
 my wife to emergency. She has a bulge in the material between the vertebra
 in her spine and it causes her extreme pain and has kept her bedridden this
 past week.. There is nothing like having your wife incapacitated to realize
 the enormous number of things she does everyday.  Fortunately, it looks as
 if she will be ok in the long run.
 George W. Richards
 Creekside Builders, LLC
  - Westgate Proforma-Phillip Allen.xls","Dear George,

Thank you for sending over the preliminary proforma for the Westgate property. I appreciate the detailed analysis and the potential this project holds. The projected returns and the strategic location in Austin certainly make it an attractive opportunity.

I will review the package once it arrives and go through the proforma in detail. After that, I will get back to you to schedule a site visit at a convenient time. I am keen to explore this further and discuss the investment options you mentioned, including the possibility of a 1031 Exchange.

I hope your wife is recovering well and that things are getting back on track after the recent challenges. Please feel free to reach out if there are any updates or additional information I should be aware of.

Looking forward to our collaboration on this promising project.

Best regards,

[Your Name]","Dear George,

Thank you for sending the preliminary proforma for the Westgate property. I appreciate the detailed insights and the promising outlook of the project.

I am keen to review the package from the broker once it arrives and will go over the proforma thoroughly. Let's arrange a site visit soon—I'll check my calendar and get back to you with some potential dates. 

I'm sorry to hear about the challenges you've faced recently, both with the construction project and at home. I hope your wife has a swift recovery and that the townhome project is back on track smoothly.

Feel free to reach out if there's anything urgent, and I'll contact you after reviewing the documents.

Best regards,

Phillip Allen",modelB wins,1.11
44,"George,
  Here sales numbers from Reagan:
  
  
  As you can see his units sold at a variety of prices per square foot. The 
 1308/1308 model seems to have the most data and looks most similiar to the 
 units you are selling. At 2.7 MM, my bid is .70/sf higher than his units 
 under construction. I am having a hard time justifying paying much more with 
 competition on the way. The price I am bidding is higher than any deals 
 actually done to date. 
  Let me know what you think. I will follow up with an email and phone call 
 about Cherry Creek. I am sure Deborah Yates let you know that the bid was 
 rejected on the De Ville property.
 Phillip Allen","Hi Phillip Allen,

Thank you for sharing the sales numbers from Reagan. I understand your concerns regarding the pricing and the competition. I will review the data and get back to you with my thoughts on the bid. 

I appreciate the update on Cherry Creek and will look out for your follow-up email and call. It's unfortunate to hear about the bid rejection on the De Ville property, but we'll keep moving forward.

Thanks again for the information.

Best regards,

[Your Name]","Hi Phillip,

Thank you for sharing the sales numbers from Reagan. I understand your concerns about the pricing and the competition. Given the data, your bid seems reasonable. However, let's discuss this further to ensure we align on the best strategy moving forward. I look forward to your follow-up on Cherry Creek and will keep you posted if there are any developments on the De Ville property.

Best regards,  
George",modelB wins,0.78
45,"Jeff,
  What is up with Burnet?
 Phillip","Hi Phillip,

Thanks for reaching out. Could you please provide a bit more context or details about what you're referring to with Burnet? I'd be happy to help once I have a clearer understanding.

Best,
Jeff","Hi Phillip,

Thanks for reaching out. Could you please provide more details or specify what you are referring to regarding Burnet? I'd be happy to help once I have a bit more information.

Best,
Jeff",tie,1.23
46,"Jeff,
  I need to see the site plan for Burnet. Remember I must get written 
 approval from Brenda Key Stone before I can sell this property and she has 
 concerns about the way the property will be subdivided. I would also like 
 to review the closing statements as soon as possible.
 Phillip","Hi Phillip,

Thank you for reaching out. I will send over the site plan for Burnet shortly. I understand the importance of getting Brenda Key Stone's written approval, and I will ensure that all necessary details are clearly outlined to address any concerns about the subdivision.

Additionally, I will gather the closing statements and send them to you as soon as possible for your review.

Please let me know if there's anything else you need.

Best regards,

Jeff","Hi Phillip,

Thanks for your email. I am working on getting the site plan for Burnet to you as soon as possible. I understand the importance of obtaining Brenda Key Stone’s approval, and I'll ensure that all necessary details are addressed regarding the subdivision of the property.

I will also gather the closing statements for your review and send them over shortly.

Best regards,  
Jeff",tie,1.64
47,"Lucy,
 I want to have an accurate rent roll as soon as possible. I faxed you a copy 
 of this file. You can fill in on the computer or just write in the correct 
 amounts and I will input.","Hi [name_2],

Thank you for sending over the rent roll. I will review the document and update the necessary amounts as soon as possible. I'll make sure to get it back to you promptly.

Best regards,

Lucy","Hi [Sender's Name],

Thank you for sending over the rent roll. I’ll review the document and update it with the accurate amounts. You’ll have it back shortly.

Best,
Lucy",tie,1.33
